[2026-03-28T01:01:22.103Z] GET http://localhost:5173/src/components/layout/WxFooter.vue → 304 (9ms, ?B)
[2026-03-28T01:01:22.103Z] GET http://localhost:5173/src/components/layout/WxRightSidePanel.vue → 304 (10ms, ?B)
[2026-03-28T01:01:22.104Z] GET http://localhost:5173/src/layouts/DefaultLayout.vue?vue&type=style&index=0&scoped=75d0be1e&lang.css → 304 (14ms, ?B)
[2026-03-28T01:01:22.104Z] GET http://localhost:5173/src/components/ui/WxPageHeader.vue → 304 (14ms, ?B)
[2026-03-28T01:01:22.104Z] GET http://localhost:5173/src/components/ui/WxCard.vue → 304 (14ms, ?B)
[2026-03-28T01:01:22.104Z] GET http://localhost:5173/src/components/ui/WxButton.vue → 304 (14ms, ?B)
[2026-03-28T01:01:22.104Z] GET http://localhost:5173/src/components/ui/WxModal.vue?t=1774658441608 → 200 (14ms, 11372B)
[2026-03-28T01:01:22.104Z] GET http://localhost:5173/src/components/ui/WxConfirmDialog.vue?t=1774658441608 → 200 (15ms, 9893B)
[2026-03-28T01:01:22.104Z] GET http://localhost:5173/src/components/ui/WxDrawer.vue → 200 (15ms, 12250B)
[2026-03-28T01:01:22.104Z] GET http://localhost:5173/src/components/ui/WxInput.vue → 304 (15ms, ?B)
[2026-03-28T01:01:22.104Z] GET http://localhost:5173/src/components/ui/WxSelect.vue → 304 (15ms, ?B)
[2026-03-28T01:01:22.104Z] GET http://localhost:5173/src/components/ui/WxTextarea.vue → 304 (16ms, ?B)
[2026-03-28T01:01:22.104Z] GET http://localhost:5173/src/components/ui/WxSwitch.vue → 304 (19ms, ?B)
[2026-03-28T01:01:22.104Z] GET http://localhost:5173/src/components/ui/WxTabs.vue → 200 (15ms, 6165B)
[2026-03-28T01:01:22.104Z] GET http://localhost:5173/src/components/ui/WxSlider.vue → 304 (19ms, ?B)
[2026-03-28T01:01:22.107Z] GET http://localhost:5173/src/components/layout/WxSideNav.vue?vue&type=style&index=0&scoped=f1976a2d&lang.css → 304 (16ms, ?B)
[2026-03-28T01:01:22.109Z] GET http://localhost:5173/src/components/layout/WxThemeToggle.vue?vue&type=style&index=0&scoped=0923dcd7&lang.css → 304 (14ms, ?B)
[2026-03-28T01:01:22.117Z] GET http://localhost:5173/src/components/layout/WxNotificationDropdown.vue?vue&type=style&index=0&scoped=6a5c3ddf&lang.css → 304 (6ms, ?B)
[2026-03-28T01:01:22.117Z] GET http://localhost:5173/src/components/layout/WxRightSidePanel.vue?vue&type=style&index=0&scoped=f37436f0&lang.css → 304 (6ms, ?B)
[2026-03-28T01:01:22.119Z] GET http://localhost:5173/src/components/layout/WxMessageDropdown.vue?vue&type=style&index=0&scoped=9df425b8&lang.css → 304 (5ms, ?B)
[2026-03-28T01:01:22.119Z] GET http://localhost:5173/src/components/layout/WxUserMenu.vue?vue&type=style&index=0&scoped=a290fe4a&lang.css → 304 (5ms, ?B)
[2026-03-28T01:01:22.119Z] GET http://localhost:5173/src/components/ui/WxModal.vue?vue&type=style&index=0&scoped=71c425c9&lang.css → 200 (5ms, 1168B)
[2026-03-28T01:01:22.119Z] GET http://localhost:5173/src/components/ui/WxDrawer.vue?vue&type=style&index=0&scoped=37e5d4b1&lang.css → 200 (6ms, 1332B)
[2026-03-28T01:01:39.941Z] GET http://localhost:5173/examples/kanban → 200 (4ms, 740B)
[2026-03-28T01:01:39.949Z] GET http://localhost:5173/@vite/client → 200 (5ms, 204467B)
[2026-03-28T01:01:39.950Z] GET https://fonts.googleapis.com/css2?family=Inter:wght@300;400;500;600;700;800;900&family=JetBrains+Mono:wght@400;500;600;700&display=swap → 200 (?ms, 27241B)
[2026-03-28T01:01:39.951Z] GET http://localhost:5173/src/main.ts?t=1774658764060 → 200 (1ms, 1114B)
[2026-03-28T01:01:39.952Z] GET http://localhost:5173/node_modules/.vite/deps/vue.js?v=43e7f08c → 200 (?ms, 25891B)
[2026-03-28T01:01:39.952Z] GET http://localhost:5173/node_modules/.vite/deps/pinia.js?v=43e7f08c → 200 (?ms, 152273B)
[2026-03-28T01:01:39.953Z] GET http://localhost:5173/src/App.vue → 200 (4ms, 2688B)
[2026-03-28T01:01:39.953Z] GET http://localhost:5173/src/router/index.ts?t=1774658764060 → 200 (5ms, 25451B)
